MUNIC_RES,ANO,POPULACAO
4311007,2010,27942
4311106,2010,11478
4311122,2010,4177
4311130,2010,3575
4311155,2010,8329
4311205,2010,19579
4311239,2010,2662
4311254,2010,6185
4311270,2010,1598
4311304,2010,27529
4311403,2010,71481
4311429,2010,2487
4311502,2010,7669
4311601,2010,5780
4311627,2010,5229
4311643,2010,1624
4311700,2010,5515
4311718,2010,4742
4311734,2010,2997
4311759,2010,7074
4311775,2010,6908
4311791,2010,2527
4311809,2010,36383
4311908,2010,5134
4311981,2010,3768
4312005,2010,2210
4312054,2010,4068
4312104,2010,5111
4312138,2010,2470
4312153,2010,3869
4312179,2010,1799
4312203,2010,4907
4312252,2010,7631
4312302,2010,4855
4312351,2010,1542
4312377,2010,3098
4312385,2010,2670
4312401,2010,59436
4312427,2010,2749
4312443,2010,3185
4312450,2010,6231
4312476,2010,5680
4312500,2010,12130
4312609,2010,4791
4312617,2010,2977
4312625,2010,1813
4312658,2010,15938
4312674,2010,1721
4312708,2010,12076
4312757,2010,3177
4312807,2010,4003
4312906,2010,8840
4312955,2010,1960
4313003,2010,3184
4313011,2010,2751
4313037,2010,4671
4313060,2010,18346
4313086,2010,2445
4313102,2010,6345
4313201,2010,19058
4313300,2010,22830
4313334,2010,2437
4313359,2010,3347
4313375,2010,22706
4313391,2010,3855
4313409,2010,239051
4313425,2010,3927
4313441,2010,2277
4313466,2010,1757
4313490,2010,3978
4313508,2010,40941
4313607,2010,4243
4313656,2010,10971
4313706,2010,34335
4313805,2010,6920
4313904,2010,38068
4313953,2010,9895
4314001,2010,6812
4314027,2010,7336
4314035,2010,3511
4314050,2010,51481
4314068,2010,5159
4314076,2010,6011
4314100,2010,184869
4314134,2010,2196
4314159,2010,8047
4314175,2010,2218
4314209,2010,7817
4314308,2010,3973
4314407,2010,327778
4314423,2010,5182
4314456,2010,2515
4314464,2010,2130
4314472,2010,4471
4314498,2010,4503
4314506,2010,12787
4314555,2010,2757
4314605,2010,19831
4314704,2010,10524
4314753,2010,2017
4314779,2010,3857
4314787,2010,1750
4314803,2010,30881
4314902,2010,1409939
4315008,2010,5421
4315057,2010,2544
4315073,2010,1852
4315107,2010,10560
4315131,2010,1875
4315149,2010,2485
4315156,2010,6161
4315172,2010,2000
4315206,2010,4147
4315305,2010,23021
4315313,2010,1778
4315321,2010,2710
4315354,2010,3653
4315404,2010,10222
4315453,2010,2155
4315503,2010,15850
4315552,2010,3616
4315602,2010,197253
4315701,2010,37602
4315750,2010,4327
4315800,2010,10287
4315909,2010,5743
4315958,2010,2546
4316006,2010,19493
4316105,2010,10228
4316204,2010,5520
4316303,2010,7206
4316402,2010,39751
4316428,2010,2595
4316436,2010,2869
4316451,2010,11880
4316477,2010,2669
4316501,2010,6747
4316600,2010,15373
4316709,2010,8829
4316733,2010,1655
4316758,2010,5692
4316808,2010,118287
4316907,2010,261027
4316956,2010,6053
4316972,2010,2352
4317004,2010,8244
4317103,2010,82513
4317202,2010,68595
4317251,2010,1717
4317301,2010,31002
4317400,2010,49082
4317509,2010,76304
4317558,2010,2139
4317608,2010,39679
4317707,2010,11210
4317756,2010,1987
4317806,2010,13970
4317905,2010,14378
4317954,2010,2461
4318002,2010,61662
4318051,2010,2926
4318101,2010,19258
4318200,2010,20540
4318309,2010,60508
4318408,2010,22141
4318424,2010,4726
4318432,2010,2635
4318440,2010,2774
4318457,2010,2720
4318465,2010,2204
4318481,2010,4094
4318499,2010,2200
4318507,2010,25523
4318606,2010,6906
4318614,2010,2082
4318622,2010,3290
4318705,2010,214210
4318804,2010,43114
4318903,2010,34558
4319000,2010,20105
4319109,2010,5773
4319125,2010,3201
4319158,2010,7421
4319208,2010,5727
4319307,2010,6367
4319356,2010,3317
4319364,2010,1886
4319372,2010,2873
4319406,2010,16371
4319505,2010,21944
4319604,2010,23798
4319703,2010,3632
4319711,2010,2168
4319737,2010,2647
4319752,2010,1944
4319802,2010,8440
4319901,2010,75020
4320008,2010,130988
4320107,2010,21312
4320206,2010,10902
4320230,2010,3011
4320263,2010,7158
4320305,2010,4929
4320321,2010,2814
4320354,2010,5197
4320404,2010,14243
4320453,2010,2281
4320503,2010,6294
4320552,2010,5850
4320578,2010,2126
4320602,2010,3842
4320651,2010,2452
4320677,2010,10067
4320701,2010,14285
4320800,2010,30065
4320859,2010,4131
4320909,2010,19252
4321006,2010,10452
4321105,2010,16649
4321204,2010,54656
4321303,2010,26135
4321329,2010,2970
4321352,2010,5351
4321402,2010,13716
4321436,2010,9878
4321451,2010,27265
4321469,2010,2724
4321477,2010,6461
4321493,2010,2952
4321501,2010,34646
4321600,2010,41655
4321626,2010,2314
4321634,2010,2855
4321667,2010,10239
4321709,2010,23855
4321808,2010,23726
4321832,2010,2912
4321857,2010,4381
4321907,2010,23973
4321956,2010,5787
4322004,2010,25811
4322103,2010,5901
4322152,2010,4395
4322186,2010,1574
4322202,2010,22286
4322251,2010,3919
4322301,2010,8557
4322327,2010,3522
4322343,2010,2296
4322350,2010,1487
4322376,2010,2453
4322400,2010,125507
4322509,2010,61345
4322525,2010,3253
4322533,2010,11077
4322541,2010,5121
4322558,2010,1984
4322608,2010,65964
4322707,2010,23986
4322806,2010,22815
4322855,2010,1974
4322905,2010,5311
4323002,2010,239234
4323101,2010,5285
4323200,2010,3036
4323309,2010,3207
4323358,2010,2152
4323408,2010,4221
4323457,2010,4221
4323507,2010,2832
4323606,2010,1569
4323705,2010,2759
4323754,2010,3485
4323770,2010,2793
4323804,2010,12405
5000203,2010,14429
5000252,2010,4570
5000609,2010,34739
5000708,2010,23846
5000807,2010,8494
5000856,2010,9170
5000906,2010,8215
5001003,2010,22305
5001102,2010,45623
5001243,2010,10255
5001508,2010,6598
5001904,2010,19825
5002001,2010,10938
5002100,2010,23175
5002159,2010,7986
5002209,2010,19598
5002308,2010,11804
5002407,2010,25763
5002605,2010,13648
5002704,2010,787204
5002803,2010,5400
5002902,2010,20932
5002951,2010,19654
5003108,2010,4862
5003157,2010,14064
5003207,2010,103772
5003256,2010,19689
5003306,2010,32180
5003454,2010,12131
5003488,2010,10362
5003504,2010,5365
5003702,2010,196068
5003751,2010,11680
5003801,2010,19024
5003900,2010,2927
5004007,2010,9928
5004106,2010,10368
5004304,2010,14887
5004403,2010,7686
5004502,2010,20879
5004601,2010,18618
5004700,2010,22355
5004809,2010,7645
5004908,2010,6341
5005004,2010,24363
5005103,2010,4017
5005152,2010,5900
5005202,2010,19653
5005251,2010,6493
5005400,2010,37407
5005608,2010,25615
5005681,2010,17035
5005707,2010,46355
5005806,2010,14396
5006002,2010,16433
5006200,2010,45599
5006259,2010,4944
5006309,2010,40174
5006358,2010,12355
5006408,2010,7967
5006606,2010,77866
5006903,2010,15369
5007109,2010,20967
5007208,2010,30647
5007307,2010,5040
5007406,2010,18892
5007505,2010,4922
5007554,2010,7254
5007695,2010,22164
5007703,2010,10780
5007802,2010,6277
5007901,2010,42076
5007935,2010,14867
5007950,2010,10215
5007976,2010,3512
5008008,2010,17162
5008305,2010,101722
5008404,2010,5901
5100102,2010,5516
5100201,2010,20844
5100250,2010,49233
5100300,2010,15670
5100359,2010,5249
5100409,2010,10321
5100508,2010,9951
5100607,2010,8100
5100805,2010,8538
5101001,2010,3221
5101209,2010,1095
5101258,2010,15387
5101308,2010,10355
5101407,2010,18581
5101605,2010,7591
5101704,2010,31058
5101803,2010,56423
5101852,2010,5231
5101902,2010,15280
5102504,2010,87912
5102603,2010,14222
5102637,2010,27574
5102678,2010,31612
5102686,2010,5019
5102694,2010,4767
5102702,2010,18701
5102793,2010,10985
5102850,2010,8231
5103007,2010,17799
5103056,2010,10972
5103106,2010,5498
5103205,2010,30864
5103254,2010,26390
5103304,2010,18157
5103353,2010,25127
5103361,2010,3388
5103379,2010,14987
5103403,2010,551350
5103437,2010,4898
5103452,2010,8494
5103502,2010,20420
5103601,2010,8131
5103700,2010,10933
5103809,2010,3805
5103858,2010,6287
5103908,2010,5018
5103957,2010,3125
5104104,2010,32150
5104203,2010,13867
5104500,2010,2407
5104526,2010,5123
5104542,2010,5260
5104559,2010,4570
5104609,2010,11493
5104807,2010,25666
5104906,2010,7696
5105002,2010,10461
5105101,2010,32769
5105150,2010,39260
5105176,2010,11269
5105200,2010,11434
5105234,2010,5438
5105259,2010,45545
5105309,2010,2229
5105507,2010,14491
5105580,2010,11994
5105606,2010,14172
5105622,2010,25331
5105903,2010,15011
5106000,2010,6438
5106109,2010,11592
5106158,2010,11630
5106174,2010,3021
5106182,2010,5469
5106190,2010,3475
5106208,2010,4593
5106216,2010,12132
5106224,2010,31633
5106232,2010,17529
5106240,2010,9245
5106257,2010,19475
5106265,2010,7069
5106273,2010,3746
5106281,2010,6043
5106299,2010,10690
5106307,2010,19280
5106315,2010,2005
5106372,2010,15693
5106422,2010,30762
5106455,2010,2726
5106505,2010,31778
5106653,2010,5427
5106703,2010,1783
5106752,2010,41386
5106778,2010,10754
5106802,2010,5448
5106828,2010,10950
5106851,2010,3639
5107008,2010,17602
5107040,2010,52114
5107065,2010,13021
5107107,2010,18963
5107156,2010,2578
5107180,2010,8880
5107198,2010,2199
5107206,2010,5061
5107248,2010,4075
5107263,2010,2974
5107297,2010,3601
5107305,2010,17128
5107354,2010,5267
5107404,2010,4142
5107578,2010,3538
5107602,2010,195550
5107701,2010,17682
5107743,2010,1899
5107750,2010,3903
5107768,2010,2466
5107776,2010,7399
5107792,2010,3757
5107800,2010,18409
5107859,2010,10531
5107875,2010,18080
5107883,2010,1365
5107909,2010,113082
5107925,2010,66506
5107941,2010,9917
5107958,2010,84076
5108006,2010,10390
5108055,2010,11302
5108105,2010,3437
5108204,2010,4036
5108303,2010,3767
5108352,2010,3058
5108402,2010,252709
5108501,2010,10235
5108600,2010,21403
5108808,2010,4929
5108857,2010,2925
5108907,2010,6590
5108956,2010,8088
5200050,2010,6868
5200100,2010,15752
5200134,2010,20283
5200159,2010,2483
5200175,2010,5095
5200209,2010,2012
5200258,2010,159505
5200308,2010,23828
5200506,2010,2044
5200555,2010,4505
5200605,2010,6864
5200803,2010,8093
5200829,2010,3424
5200852,2010,5508
5200902,2010,3607
5201108,2010,335032
5201207,2010,1017
5201306,2010,20272
5201405,2010,455735
5201454,2010,2433
5201504,2010,3811
5201603,2010,3785
5201702,2010,18310
5201801,2010,8375
5202155,2010,7513
5202353,2010,3278
5202502,2010,7506
5202601,2010,3650
5202809,2010,2451
5203104,2010,3714
5203203,2010,8701
5203302,2010,24539
5203401,2010,8423
5203500,2010,20729
5203559,2010,7536
5203575,2010,3503
5203609,2010,3240
5203807,2010,5509
5203906,2010,9056
5203930,2010,2561
5203963,2010,3319
5204003,2010,7346
5204102,2010,10539
5204201,2010,1417
5204250,2010,8267
5204300,2010,13279
5204409,2010,16734
5204508,2010,70463
5204557,2010,3322
5204607,2010,3387
5204656,2010,3654
5204706,2010,11115
5204805,2010,6057
5204854,2010,6270
5204904,2010,18395
5204953,2010,5022
5205000,2010,8939
5205059,2010,3638
5205109,2010,86597
5205208,2010,4670
5205307,2010,9394
5205406,2010,20686
5205455,2010,7548
5205471,2010,7004
5205497,2010,55883
5205513,2010,17391
5205521,2010,3523
5205703,2010,2629
5205802,2010,10344
5205901,2010,8164
5206206,2010,46568
5206305,2010,2933
5206404,2010,15762
5206503,2010,3555
5206602,2010,2961
5206701,2010,3297
5206800,2010,2747
5206909,2010,2050
5207105,2010,2479
5207253,2010,7892
5207352,2010,3733
5207402,2010,11266
5207501,2010,3318
5207535,2010,6980
5207600,2010,6318
5207808,2010,11603
5207907,2010,12058
5208004,2010,100084
5208103,2010,4891
5208152,2010,3275
5208301,2010,4967
5208400,2010,10681
5208509,2010,5268
5208608,2010,59545
5208707,2010,1301892
5208806,2010,34061
5208905,2010,24745
5209101,2010,32481
5209150,2010,4948
5209200,2010,14002
5209291,2010,2372
5209408,2010,4262
5209457,2010,2306
5209606,2010,3568
5209705,2010,17398
5209804,2010,4029
5209903,2010,12438
5209937,2010,5702
5209952,2010,13703
5210000,2010,48212
5210109,2010,24745
5210158,2010,2844
5210208,2010,31274
5210307,2010,2888
5210406,2010,35412
5210562,2010,4508
5210604,2010,5429
5210802,2010,5066
5210901,2010,18481
5211008,2010,7851
5211206,2010,26085
5211305,2010,6298
5211404,2010,8549
5211503,2010,92942
5211602,2010,2663
5211701,2010,6164
5211800,2010,41888
5211909,2010,88048
5212006,2010,3000
5212055,2010,2293
5212105,2010,7108
5212204,2010,19086
5212253,2010,1259
5212303,2010,7875
5212501,2010,174546
5212600,2010,2378
5212709,2010,6885
5212808,2010,10659
5212907,2010,2072
5212956,2010,4414
5213004,2010,11516
5213053,2010,2685
5213087,2010,31149
5213103,2010,52964
5213400,2010,1763
5213509,2010,7742
5213707,2010,8000
5213756,2010,10576
5213772,2010,4114
5213806,2010,41457
5213855,2010,2365
5213905,2010,5005
5214002,2010,13403
5214051,2010,6422
5214101,2010,3842
5214408,2010,7874
5214507,2010,24189
5214606,2010,42380
5214705,2010,2254
5214804,2010,2069
5214838,2010,11911
5214861,2010,8514
5214879,2010,2826
5214903,2010,3468
5215009,2010,8129
5215207,2010,3516
5215231,2010,95013
5215256,2010,3953
5215306,2010,14292
5215405,2010,4040
5215504,2010,5446
5215603,2010,27689
5215652,2010,3382
5215702,2010,23333
5215801,2010,2339
5215900,2010,3561
5216007,2010,2676
5216304,2010,9119
5216403,2010,10860
5216452,2010,2950
5216809,2010,10285
5216908,2010,2766
5217104,2010,24033
5217203,2010,11268
5217302,2010,23065
5217401,2010,28691
5217609,2010,81612
5217708,2010,17112
5218003,2010,42356
5218052,2010,3347
5218102,2010,3839
5218300,2010,31417
5218391,2010,3244
5218508,2010,43243
5218607,2010,10516
5218706,2010,4556
5218789,2010,3311
5218805,2010,176502
5218904,2010,18848
5219001,2010,7563
5219100,2010,5751
5219209,2010,3142
5219258,2010,4768
5219308,2010,36459
5219357,2010,3680
5219407,2010,6928
5219456,2010,3170
5219506,2010,2905
5219605,2010,3991
5219704,2010,10304
5219712,2010,4430
5219738,2010,4690
5219753,2010,63166
5219803,2010,11236
5219902,2010,6117
5220009,2010,10254
5220058,2010,1692
5220108,2010,30050
5220157,2010,4617
5220207,2010,22294
5220264,2010,3761
5220280,2010,1991
5220405,2010,17086
5220454,2010,84399
5220504,2010,7477
5220603,2010,19096
5220686,2010,6512
5220702,2010,2821
5221007,2010,3540
5221080,2010,3016
5221197,2010,6562
5221304,2010,2817
5221403,2010,104506
5221452,2010,3435
5221502,2010,4839
5221551,2010,4399
5221577,2010,2935
5221601,2010,36949
5221700,2010,13821
5221809,2010,3058
5221858,2010,132947
5221908,2010,3661
5222005,2010,12549
5222054,2010,7371
5222203,2010,4742
5222302,2010,5145
5300108,2010,2562963
1100015,2011,24228
1100023,2011,91570
1100031,2011,6221
1100049,2011,78959
1100056,2011,16939
1100064,2011,18338
1100072,2011,8655
1100080,2011,14023
1100098,2011,28963
1100106,2011,41934
1100114,2011,51883
1100122,2011,117363
1100130,2011,31780
1100148,2011,19883
1100155,2011,37702
1100189,2011,33981
1100205,2011,435732
1100254,2011,22009
1100262,2011,3346
1100288,2011,50899
1100296,2011,8678
1100304,2011,77937
1100320,2011,21879
1100338,2011,23143
1100346,2011,16625
1100379,2011,12825
1100403,2011,17444
1100452,2011,32899
1100502,2011,10084
1100601,2011,5764
1100700,2011,12758
1100809,2011,20292
1100908,2011,3527
1100924,2011,8515
1100940,2011,16570
1101005,2011,10272
1101104,2011,8700
1101203,2011,10277
1101302,2011,11781
1101401,2011,14204
1101435,2011,7437
1101450,2011,4902
1101468,2011,2299
1101476,2011,3464
1101484,2011,5939
1101492,2011,16341
1101500,2011,11624
1101559,2011,4832
1101609,2011,10612
1101708,2011,12828
1101757,2011,9511
1101807,2011,8084
1200013,2011,12779
1200054,2011,6192
1200104,2011,21837
1200138,2011,8629
1200179,2011,9088
1200203,2011,79174
1200252,2011,15394
1200302,2011,32487
1200328,2011,6740
1200336,2011,15554
1200344,2011,8105
1200351,2011,14683
1200385,2011,17401
1200393,2011,9448
1200401,2011,342299
1200427,2011,14832
1200435,2011,4879
1200450,2011,20387
1200500,2011,38709
1200609,2011,36186
1200708,2011,16370
1200807,2011,15213
1300029,2011,14237
1300060,2011,9633
1300086,2011,10495
1300102,2011,16701
1300144,2011,18326
1300201,2011,15545
1300300,2011,32733
1300409,2011,25835
1300508,2011,27722
1300607,2011,34194
1300631,2011,15828
1300680,2011,15325
1300706,2011,30906
1300805,2011,35448
1300839,2011,11142
1300904,2011,13843
1301001,2011,25955
1301100,2011,33132
1301159,2011,24442
1301209,2011,76646
1301308,2011,23644
1301407,2011,31020
1301506,2011,16635
1301605,2011,23011
1301654,2011,14189
1301704,2011,45105
1301803,2011,22867
1301852,2011,41374
1301902,2011,87970
1301951,2011,8010
1302009,2011,8281
1302108,2011,7388
1302207,2011,11126
1302306,2011,18145
1302405,2011,38373
1302504,2011,86078
1302553,2011,23576
1302603,2011,1832424
1302702,2011,47707
1302801,2011,17563
1302900,2011,53173
1303007,2011,18503
1303106,2011,31232
1303205,2011,15113
1303304,2011,21784
1303403,2011,102946
1303502,2011,18249
1303536,2011,27926
1303569,2011,26344
1303601,2011,18729
1303700,2011,24689
1303809,2011,38507
1303908,2011,32060
1303957,2011,10978
1304005,2011,8495
1304062,2011,53374
1304104,2011,18010
1304203,2011,61223
1304237,2011,17200
1304260,2011,12017
1304302,2011,16996
1304401,2011,18265
1400027,2011,9637
1400050,2011,16337
1400100,2011,290741
1400159,2011,11068
1400175,2011,14312
1400209,2011,18714
1400233,2011,8300
1400282,2011,8997
1400308,2011,15065
1400407,2011,9156
1400456,2011,10698
1400472,2011,24808
1400506,2011,6898
1400605,2011,6861
1400704,2011,8573
1500107,2011,142785
1500131,2011,6844
1500206,2011,53680
1500305,2011,35467
1500347,2011,25286
1500404,2011,53004
1500503,2011,33588
1500602,2011,100736
1500701,2011,25254
1500800,2011,477999
1500859,2011,21398
1500909,2011,41072
1500958,2011,27070
1501006,2011,15875
1501105,2011,24644
1501204,2011,38092
1501253,2011,3405
1501303,2011,102668
1501402,2011,1402056
1501451,2011,16451
1501501,2011,52888
1501576,2011,15467
1501600,2011,13923
1501709,2011,114720
1501725,2011,15575
1501758,2011,7306
1501782,2011,54032
1501808,2011,93835
1501907,2011,26053
1501956,2011,27332
1502004,2011,20801
1502103,2011,122683
1502152,2011,27929
1502202,2011,64140
1502301,2011,52057
1502400,2011,176116
1502509,2011,21286
1502608,2011,11439
1502707,2011,45724
1502756,2011,28774
1502764,2011,10811
1502772,2011,18197
1502806,2011,29204
1502855,2011,12487
1502905,2011,34919
1502939,2011,52224
1502954,2011,31954
1503002,2011,8035
1503044,2011,18036
1503077,2011,25097
1503093,2011,31031
1503101,2011,29520
1503200,2011,36155
1503309,2011,58498
1503408,2011,10218
1503457,2011,53318
1503507,2011,31429
1503606,2011,97704
1503705,2011,51341
1503754,2011,14223
1503804,2011,52191
1503903,2011,48306
1504000,2011,25440
1504059,2011,28100
1504109,2011,8148
1504208,2011,238708
1504307,2011,28438
1504406,2011,26750
1504422,2011,110842
1504455,2011,27785
1504505,2011,25096
1504604,2011,27207
1504703,2011,71329
1504802,2011,55636
1504901,2011,34875
1504950,2011,20256
1504976,2011,14859
1505007,2011,13844
1505031,2011,25138
1505064,2011,63604
1505106,2011,49552
1505205,2011,29005
1505304,2011,63905
1505403,2011,16458
1505437,2011,27965
1505486,2011,40831
1505494,2011,7470
1505502,2011,99460
1505536,2011,160229
1505551,2011,5950
1505601,2011,7862
1505635,2011,12699
1505650,2011,24744
1505700,2011,26560
1505809,2011,53257
1505908,2011,34756
1506005,2011,29337
1506104,2011,10311
1506112,2011,12527
1506138,2011,76501
1506161,2011,17713
1506187,2011,47509
1506195,2011,41272
1506203,2011,37726
1506302,2011,20572
1506351,2011,17584
1506401,2011,8378
1506500,2011,60713
1506559,2011,19426
1506583,2011,17686
1506609,2011,23194
1506708,2011,58067
1506807,2011,297040
1506906,2011,6196
1507003,2011,27199
1507102,2011,16991
1507151,2011,23370
1507201,2011,30034
1507300,2011,95694
1507409,2011,15123
1507458,2011,25429
1507466,2011,5360
1507474,2011,20890
1507508,2011,13225
1507607,2011,52350
1507706,2011,23307
1507755,2011,5144
1507805,2011,12840
1507904,2011,23235
1507953,2011,82434
1507961,2011,10416
1507979,2011,17130
1508001,2011,57228
1508035,2011,27817
1508050,2011,17093
1508084,2011,34334
1508100,2011,98919
1508126,2011,45190
1508159,2011,44758
1508209,2011,48482
1508308,2011,57148
1508357,2011,13607
1508407,2011,40984
1600055,2011,4464
1600105,2011,8142
1600154,2011,11292
1600204,2011,9175
1600212,2011,4805
1600238,2011,5974
1600253,2011,4371
1600279,2011,40820
1600303,2011,407023
1600402,2011,17420
1600501,2011,21095
1600535,2011,17252
1600550,2011,3909
1600600,2011,102861
1600709,2011,12981
1600808,2011,12725
1700251,2011,2407
1700301,2011,5317
1700350,2011,5633
1700400,2011,7518
1700707,2011,8364
1701002,2011,9816
1701051,2011,3197
1701101,2011,4267
1701309,2011,5860
1701903,2011,6387
1702000,2011,8744
1702109,2011,153351
1702158,2011,5095
1702208,2011,31738
1702307,2011,6721
1702406,2011,10619
1702554,2011,16180
1702703,2011,3473
1702901,2011,9310
1703008,2011,10432
1703057,2011,3162
1703073,2011,4165
1703107,2011,5370
1703206,2011,4449
1703305,2011,3879
1703602,2011,2075
1703701,2011,5209
1703800,2011,9916
1703826,2011,2158
1703842,2011,8331
1703867,2011,3815
1703883,2011,2340
1703891,2011,3725
1703909,2011,4674
1704105,2011,2597
1704600,2011,1340
1705102,2011,3278
1705508,2011,31263
1705557,2011,4681
1705607,2011,4168
1706001,2011,5061
1706100,2011,7228
1706258,2011,1578
1706506,2011,5350
1707009,2011,19395
1707108,2011,6409
1707207,2011,7153
1707306,2011,4595
1707405,2011,9619
1707553,2011,3802
1707652,2011,5323
1707702,2011,8528
1708205,2011,18398
1708254,2011,2433
1708304,2011,4965
1709005,2011,12143
1709302,2011,23445
1709500,2011,77655
1709807,2011,1676
1710508,2011,7127
1710706,2011,6002
1710904,2011,3552
1711100,2011,2440
1711506,2011,3537
1711803,2011,2224
1711902,2011,10521
1711951,2011,3602
1712009,2011,2806
1712157,2011,1636
1712405,2011,3721
1712454,2011,2669
1712504,2011,4431
1712702,2011,2268
1712801,2011,3178
1713205,2011,20396
1713304,2011,12687
1713601,2011,6833
1713700,2011,2102
1713809,2011,5826
1713957,2011,3189
1714203,2011,9011
1714302,2011,4328
1714880,2011,10786
1715002,2011,3815
1715101,2011,3817
1715150,2011,2287
1715259,2011,2481
1715507,2011,1044
1715705,2011,5058
1715754,2011,7360
1716109,2011,45054
1716208,2011,10333
1716307,2011,4608
1716505,2011,11732
1716604,2011,10509
1716653,2011,5090
1716703,2011,8555
1717008,2011,4493
1717206,2011,2927
1717503,2011,6783
1717800,2011,4542
1717909,2011,7258
1718006,2011,2827
1718204,2011,49465
1718303,2011,7727
1718402,2011,3676
1718451,2011,2399
1718501,2011,3817
1718550,2011,4231
1718659,2011,1755
1718709,2011,2594
1718758,2011,6267
1718808,2011,3946
1718840,2011,3326
1718865,2011,6683
1718881,2011,2946
1718899,2011,2150
1718907,2011,4588
1719004,2011,2555
1720002,2011,2476
1720101,2011,4675
1720150,2011,1450
1720200,2011,10635
1720259,2011,2924
1720309,2011,4331
1720499,2011,4332
1720655,2011,5095
1720804,2011,9122
1720853,2011,1763
1720903,2011,15196
1720937,2011,1963
1720978,2011,2582
1721000,2011,235316
1721109,2011,6809
1721208,2011,22607
1721257,2011,1605
1721307,2011,2154
1722081,2011,11036
1722107,2011,11471
2100055,2011,105255
2100105,2011,6000
2100154,2011,11726
2100204,2011,21564
2100303,2011,24346
2100402,2011,11225
2100436,2011,24969
2100477,2011,31125
2100501,2011,10812
2100550,2011,6508
2100600,2011,38451
2100709,2011,25629
2100808,2011,14220
2100832,2011,15256
2100873,2011,11508
2100907,2011,43089
2100956,2011,31835
2101004,2011,28651
2101103,2011,11505
2101202,2011,100615
2101251,2011,15264
2101301,2011,16687
2101350,2011,5341
2101400,2011,85322
2101509,2011,17681
2101608,2011,83454
2101707,2011,56123
2101731,2011,6622
2101772,2011,12194
2101806,2011,5483
2101905,2011,20725
2101939,2011,6055
2101970,2011,8166
2102002,2011,39401
2102036,2011,29374
2102077,2011,15071
2102101,2011,33808
2102150,2011,5265
2102200,2011,27235
2102309,2011,23011
2102325,2011,66326
2102358,2011,14858
2102374,2011,8528
2102408,2011,10668
2102507,2011,18473
2102556,2011,13511
2102606,2011,19046
2102705,2011,20667
2102754,2011,10710
2102804,2011,23957
2102903,2011,22266
2103000,2011,156327
2103109,2011,10336
2103125,2011,8006
2103158,2011,11632
2103174,2011,19581
2103208,2011,74274
2103257,2011,13825
2103307,2011,118568
2103406,2011,47099
2103505,2011,39388
2103554,2011,14718
2103604,2011,62190
2103703,2011,32568
2103752,2011,12603
2103802,2011,22737
2103901,2011,10744
2104008,2011,17917
2104057,2011,36826
2104073,2011,8171
2104081,2011,9415
2104099,2011,17464
2104107,2011,12271
2104206,2011,15137
2104305,2011,10523
2104404,2011,17514
2104503,2011,10290
2104552,2011,16280
2104602,2011,16096
2104628,2011,7401
2104651,2011,10205
2104677,2011,25362
2104701,2011,6145
2104800,2011,63203
2104909,2011,12039
2105005,2011,26567
2105104,2011,25426
2105153,2011,12806
2105203,2011,11167
2105302,2011,248806
2105351,2011,12337
2105401,2011,63024
2105427,2011,24997
2105450,2011,8793
2105476,2011,15589
2105500,2011,23641
2105609,2011,15626
2105658,2011,3904
2105708,2011,46701
2105807,2011,10798
2105906,2011,15520
2105922,2011,10922
2105948,2011,7769
2105963,2011,12879
2105989,2011,7016
2106003,2011,11475
2106102,2011,11495
2106201,2011,6571
2106300,2011,17938
2106326,2011,19566
2106359,2011,7772
2106375,2011,14118
2106409,2011,15408
2106508,2011,22089
2106607,2011,31307
2106631,2011,14283
2106672,2011,8157
2106706,2011,20495
2106755,2011,25065
2106805,2011,14312
2106904,2011,32157
2107001,2011,9342
2107100,2011,18028
2107209,2011,12785
2107258,2011,4961
2107308,2011,4594
2107357,2011,19401
2107407,2011,18711
2107456,2011,13416
2107506,2011,107764
2107605,2011,18896
2107704,2011,20276
2107803,2011,34791
2107902,2011,17773
2108009,2011,18268
2108058,2011,14749
2108108,2011,20396
2108207,2011,39419
2108256,2011,23099
2108306,2011,34717
2108405,2011,13844
2108454,2011,21498
2108504,2011,31384
2108603,2011,78876
2108702,2011,21860
2108801,2011,17555
2108900,2011,19592
2109007,2011,21890
2109056,2011,6004
2109106,2011,45155
2109205,2011,11722
2109239,2011,6471
2109270,2011,17430
2109304,2011,10843
2109403,2011,14158
2109452,2011,27037
2109502,2011,20150
2109551,2011,7382
2109601,2011,40030
2109700,2011,5505
2109759,2011,7155
2109809,2011,39744
2109908,2011,78020
2110005,2011,74501
2110039,2011,22843
2110104,2011,29460
2110203,2011,33117
2110237,2011,11937
2110278,2011,14143
2110302,2011,14291
2110401,2011,17904
2110500,2011,41421
2110609,2011,26765
2110658,2011,7037
2110708,2011,33650
2110807,2011,4669
2110856,2011,10507
2110906,2011,11908
2111003,2011,19997
2111029,2011,15649
2111052,2011,10849
2111078,2011,17423
2111102,2011,24927
2111201,2011,165418
2111250,2011,7501
2111300,2011,1027430
2111409,2011,19952
2111508,2011,39418
2111532,2011,12113
2111573,2011,4456
2111607,2011,17674
2111631,2011,5921
2111672,2011,6077
2111706,2011,21052
2111722,2011,12301
2111748,2011,10386
2111763,2011,14550
2111789,2011,11080
2111805,2011,17147
2111904,2011,10450
2111953,2011,5437
2112001,2011,7904
2112100,2011,28120
2112209,2011,157438
2112233,2011,19149
2112274,2011,5624
2112308,2011,39560
